0.0,0.0,0.0
0.0,-0.04348,0.16129
-0.01176,-0.29952,0.19355
-0.01176,-0.08696,0.03226
-0.01176,-0.07729,0.35484
-0.01176,-0.05314,0.29032
-0.01176,-0.16425,0.32258
-0.01176,-0.00966,-0.03226
-0.01176,0.21256,-0.16129
-0.01176,-0.11111,0.03226
-0.02353,-0.23671,0.09677
-0.02353,0.03382,-0.06452
-0.02353,-0.06763,-0.3871
-0.02353,-0.18357,-0.22581
-0.02353,-0.19324,0.19355
-0.02353,-0.22222,-0.03226
-0.03529,0.05797,-0.12903
-0.03529,-0.21256,-0.16129
-0.03529,-0.27053,-0.09677
-0.03529,-0.21739,-0.03226
-0.03529,-0.22222,0.09677
-0.03529,-0.33816,-0.06452
-0.03529,0.01932,-0.25806
-0.03529,-0.16425,-0.35484
-0.04706,-0.10628,-0.12903
-0.04706,-0.31401,-0.32258
-0.04706,-0.62319,-0.06452
-0.04706,-0.09179,0.19355
-0.04706,0.01932,0.29032
-0.04706,-0.22705,0.0
-0.04706,-0.05314,-0.29032
-0.04706,-0.28502,-0.32258
-0.05882,-0.23671,-0.16129
-0.05882,-0.2029,-0.25806
-0.05882,-0.19807,0.32258
-0.05882,-0.17391,-0.19355
-0.05882,-0.15942,-0.19355
-0.05882,-0.31401,0.32258
-0.05882,-0.12077,-0.51613
-0.07059,-0.22705,0.0
-0.07059,-0.15942,-0.25806
-0.08235,-0.23671,-0.12903
-0.08235,-0.43478,-0.06452
-0.08235,-0.25121,0.19355
-0.09412,-0.61353,-0.41935
-0.09412,0.03865,-0.22581
-0.09412,-0.21256,-0.19355
-0.09412,-0.31884,-0.12903
-0.10588,-0.42995,-0.09677
-0.10588,-0.37198,-0.48387
-0.10588,-0.30918,0.03226
-0.10588,-0.41546,0.16129
-0.10588,-0.44444,-0.3871
-0.10588,-0.38647,-0.35484
-0.10588,-0.49758,-0.09677
-0.10588,-0.45411,-0.58065
-0.10588,-0.33333,-0.16129
-0.10588,-0.5314,-0.19355
-0.11765,-0.31884,-0.70968
-0.11765,-0.25121,-0.48387
-0.11765,-0.41063,-0.25806
-0.11765,-0.28986,0.09677
-0.11765,-0.34783,0.09677
-0.11765,-0.53623,-0.25806
-0.11765,-0.47826,0.16129
-0.11765,-0.6087,-0.25806
-0.11765,-0.1401,-0.22581
-0.11765,-0.29952,-0.22581
-0.12941,-0.34783,-0.19355
-0.12941,-0.49275,-0.58065
-0.12941,-0.38647,-0.32258
-0.12941,-0.48792,-0.3871
-0.12941,-0.47826,0.09677
-0.14118,0.0,-0.19355
-0.14118,-0.3913,0.22581
-0.14118,-0.47343,-0.03226
-0.14118,-0.71981,-0.35484
-0.14118,-0.3285,-0.09677
-0.15294,-0.31884,0.0
-0.15294,-0.28986,-0.32258
-0.15294,-0.45894,-0.48387
-0.16471,-0.57005,0.03226
-0.16471,-0.55072,-0.06452
-0.16471,-0.66184,-0.3871
-0.16471,-0.23671,-0.54839
-0.17647,-0.58454,-0.45161
-0.17647,-0.69082,-0.32258
-0.18824,-0.54106,-0.12903
-0.18824,-0.93237,0.03226
-0.18824,-0.62802,-0.58065
-0.18824,-0.7343,0.16129
-0.2,-0.75362,-0.16129
-0.2,-0.65217,-0.35484
-0.2,-0.93237,-0.3871
-0.2,-0.57005,-0.54839
-0.2,-0.52657,-0.09677
-0.21176,-0.74879,0.12903
-0.21176,-0.7971,-0.06452
-0.21176,-0.61353,-0.29032
-0.21176,-0.66667,0.06452
-0.21176,-0.55556,-0.22581
-0.21176,-0.48309,0.09677
-0.21176,-0.50242,-0.06452
-0.21176,-0.54106,-0.19355
-0.21176,-0.86957,-0.16129
-0.21176,0.0,-0.03226
-0.22353,-0.4686,-0.12903
-0.23529,-0.51208,-0.32258
-0.23529,-0.71981,-0.41935
-0.23529,-0.8599,0.0
-0.23529,-0.8599,-0.29032
-0.23529,-0.71981,0.19355
-0.24706,-0.62802,-0.32258
-0.24706,-0.6715,0.0
-0.24706,-1.0,-0.3871
-0.24706,-0.42029,-0.41935
-0.25882,-0.53623,-0.03226
-0.25882,-0.66667,-0.51613
-0.25882,-0.657,-0.22581
-0.27059,-0.78261,-0.54839
-0.27059,-0.95169,0.0
-0.27059,-0.81643,0.03226
-0.47059,0.0,-0.41935
-0.65882,0.0,-1.0
-0.74118,0.0,-0.93548
-1.0,0.0,-0.74194
0.0,-0.04546,0.13889
